Thickness_m,Fiber_Curvature,Air_Velocity_ms,Pressure_Drop_Pa,Efficiency_Percentage,Safety_Status
0.012,0.8,2.5,70.06648637013183,98.0060253365311,FAIL
0.012,0.9,2.5,78.54014596112376,97.9996580086133,FAIL
0.013000000000000001,0.1,2.5,41.69595826623075,97.99700566481064,PASS
0.013000000000000001,0.2,2.5,44.80781327777193,97.99366533530785,PASS
0.013000000000000001,0.30000000000000004,2.5,48.25935486289633,97.99363115371274,PASS
0.013000000000000001,0.4,2.5,51.43483602385574,97.99684461532496,FAIL
0.013000000000000001,0.5,2.5,55.298586211691045,98.0008900106375,FAIL
0.013000000000000001,0.6,2.5,60.76602380261767,98.00409780746554,FAIL
0.013000000000000001,0.7000000000000001,2.5,67.80868311509408,98.00602191334741,FAIL
0.013000000000000001,0.8,2.5,75.96615025669291,98.0054670513575,FAIL
0.013000000000000001,0.9,2.5,85.18725127072608,97.99911213813853,FAIL
0.014000000000000002,0.1,2.5,45.01577968869687,97.99510715510041,PASS
0.014000000000000002,0.2,2.5,48.313785694559854,97.99307432416178,PASS
0.014000000000000002,0.30000000000000004,2.5,51.97748349509608,97.9943145793548,FAIL
0.014000000000000002,0.4,2.5,55.424212457616505,97.99815276395879,FAIL
0.014000000000000002,0.5,2.5,59.6108722968914,98.00199545435427,FAIL
0.014000000000000002,0.6,2.5,65.46185944900229,98.00449219990831,FAIL
0.014000000000000002,0.7000000000000001,2.5,73.0066684958133,98.00571476760987,FAIL
0.014000000000000002,0.8,2.5,81.8313915190381,98.00482094476834,FAIL
0.014000000000000002,0.9,2.5,91.8032081263776,97.99852682557206,FAIL
0.015,0.1,2.5,48.310461491699954,97.99384204107461,PASS
0.015,0.2,2.5,51.785383458309795,97.9931701250273,FAIL
0.015,0.30000000000000004,2.5,55.6621732321363,97.995498172687,FAIL
0.015,0.4,2.5,59.38976330294405,97.9996668032216,FAIL
0.015,0.5,2.5,63.909420062919416,98.00306253873492,FAIL
0.015,0.6,2.5,70.14534423376884,98.00473943827588,FAIL
0.015,0.7000000000000001,2.5,78.18319362084264,98.0052732310453,FAIL
0.015,0.8,2.5,87.66430516202635,98.00410562513873,FAIL
0.015,0.9,2.5,98.38724640635618,97.99792742575956,FAIL
0.016,0.1,2.5,51.57873740232627,97.99328251313851,FAIL
0.016,0.2,2.5,55.22309332433201,97.99390361386827,FAIL
0.016,0.30000000000000004,2.5,59.314868518849096,97.99706259123444,FAIL
0.016,0.4,2.5,63.333581899817915,98.00126013965576,FAIL
0.016,0.5,2.5,68.1972367255346,98.00400242641301,FAIL
0.016,0.6,2.5,74.82062628053743,98.00480196046789,FAIL
0.016,0.7000000000000001,2.5,83.34301076194146,98.00469948715273,FAIL
0.016,0.8,2.5,93.46884266484497,98.00334258945693,FAIL
0.016,0.9,2.5,104.9409322730986,97.9973384809235,FAIL
0.017,0.1,2.5,54.821213614200644,97.99342701196713,FAIL
0.017,0.2,2.5,58.62927914062914,97.99517590015014,FAIL
0.017,0.30000000000000004,2.5,62.93876790515388,97.99886586745959,FAIL
0.017,0.4,2.5,67.25924010921163,98.0028053073142,FAIL
0.017,0.5,2.5,72.47844324307414,98.00473688691206,FAIL
0.017,0.6,2.5,79.49268957774424,98.00465441926652,FAIL
0.017,0.7000000000000001,2.5,88.49171353387172,98.00400371202701,FAIL
0.017,0.8,2.5,99.25014717380493,98.00255584610737,FAIL
0.017,0.9,2.5,111.46756722366734,97.99678315022547,FAIL
0.018000000000000002,0.1,2.5,58.039982136069085,97.99421218184156,FAIL
0.018000000000000002,0.2,2.5,62.007741479019145,97.99685161165824,FAIL
0.018000000000000002,0.30000000000000004,2.5,66.53835223887478,98.0007554455668,FAIL
0.018000000000000002,0.4,2.5,71.17128811354358,98.00418280661324,FAIL
0.018000000000000002,0.5,2.5,76.75773374587533,98.00520333155261,FAIL
0.018000000000000002,0.6,2.5,84.16676479541523,98.0042855813139,FAIL
0.018000000000000002,0.7000000000000001,2.5,93.63511208562443,98.00320412153344,FAIL
0.018000000000000002,0.8,2.5,105.01392930392367,98.00177128964728,FAIL
0.018000000000000002,0.9,2.5,117.97161026231483,97.99628260701705,FAIL
0.019000000000000003,0.1,2.5,61.23823321671843,97.99552654058613,FAIL
0.019000000000000003,0.2,2.5,65.36328351561826,97.99877278105832,FAIL
0.019000000000000003,0.30000000000000004,2.5,70.11892774142876,98.00257980566064,FAIL
0.019000000000000003,0.4,2.5,75.07478176716394,98.00528890989447,FAIL
0.019000000000000003,0.5,2.5,81.03987984349051,98.00535867866242,FAIL
0.019000000000000003,0.6,2.5,88.84780275925841,98.00369928670928,FAIL
0.019000000000000003,0.7000000000000001,2.5,98.77868106746952,98.0023264589084,FAIL
0.019000000000000003,0.8,2.5,110.76591118094876,98.00101585786041,FAIL
0.019000000000000003,0.9,2.5,124.4581485313315,97.99585543333804,FAIL
0.02,0.1,2.5,64.41988255629477,97.99722505873632,FAIL
0.02,0.2,2.5,68.70130037031777,98.0007725784248,FAIL
0.02,0.30000000000000004,2.5,73.68620209587715,98.00419907890956,FAIL
0.02,0.4,2.5,78.97485657794357,98.00604205138401,FAIL
0.02,0.5,2.5,85.32930025586595,98.00518186857332,FAIL
0.02,0.6,2.5,93.54003259346766,98.00291443048488,FAIL
0.02,0.7000000000000001,2.5,103.92710344133128,98.00140295366356,FAIL
0.02,0.8,2.5,116.5113616072331,98.00031651665586,FAIL
0.02,0.9,2.5,130.93243756105556,97.99551704480271,FAIL
0.021,0.1,2.5,67.58922707133412,97.99914384704125,FAIL
0.021,0.2,2.5,72.02740672284513,98.00268818427944,FAIL
0.021,0.30000000000000004,2.5,77.2459088438629,98.00549413862014,FAIL
0.021,0.4,2.5,82.87636399498211,98.00638750997976,FAIL
0.021,0.5,2.5,89.62971202068957,98.00467492755517,FAIL
0.021,0.6,2.5,98.2466214644198,98.00196398373922,FAIL
0.021,0.7000000000000001,2.5,109.0839274632634,98.00047081441396,FAIL
0.021,0.8,2.5,122.2547394184525,97.99969913103924,FAIL
0.021,0.9,2.5,137.39952714274614,97.99527918060517,FAIL
0.022000000000000002,0.1,2.5,70.75064049460545,98.00111419841045,FAIL
0.022000000000000002,0.2,2.5,75.34711454477613,98.00437218268068,FAIL
0.022000000000000002,0.30000000000000004,2.5,80.80349193943445,98.00637375795893,FAIL
0.022000000000000002,0.4,2.5,86.78358162083444,98.00630019734243,FAIL
0.022000000000000002,0.5,2.5,93.94387463549391,98.00386256347323,FAIL
0.022000000000000002,0.6,2.5,102.96944702627985,98.00089312700221,FAIL
0.022000000000000002,0.7000000000000001,2.5,114.2513476454562,97.99957034620218,FAIL
0.022000000000000002,0.8,2.5,127.99945551295045,97.99918728956938,FAIL
0.022000000000000002,0.9,2.5,143.86398296833443,97.99514949274929,FAIL
0.023,0.1,2.5,73.90831720407952,98.0029753136377,FAIL
0.023,0.2,2.5,78.66556938893521,98.00570196761488,FAIL
0.023,0.30000000000000004,2.5,84.36385843141127,98.00677954881859,FAIL
0.023,0.4,2.5,90.70000447359047,98.00578547492877,FAIL
0.023,0.5,2.5,98.27343315040412,98.00279035870075,FAIL
0.023,0.6,2.5,107.70898737965665,97.99975661830386,FAIL
0.023,0.7000000000000001,2.5,119.43011352988506,97.99874280536262,FAIL
0.023,0.8,2.5,133.7477570214059,97.99880115478437,FAIL
0.023,0.9,2.5,150.3297079351953,97.99513126568856,FAIL
0.024,0.1,2.5,77.06606954750436,98.00458515349345,FAIL
0.024,0.2,2.5,81.9873500439291,98.0065867910055,FAIL
0.024,0.30000000000000004,2.5,87.93120314805557,98.00668853054822,FAIL
0.024,0.4,2.5,94.62821972859909,98.00487803546105,FAIL
0.024,0.5,2.5,102.61886070776708,98.00152170298168,FAIL
0.024,0.6,2.5,112.46432692271311,97.99861556056129,FAIL
0.024,0.7000000000000001,2.5,124.6195630292375,97.99802812062816,FAIL
0.024,0.8,2.5,139.50073000423302,97.99855641265187,FAIL
0.024,0.9,2.5,156.79986071854208,97.99522329241651,FAIL
0.025,0.1,2.5,80.22718072767819,98.00582899556686,FAIL
0.025,0.2,2.5,85.3163326840324,98.00697222878554,FAIL
0.025,0.30000000000000004,2.5,91.50890515237774,98.0061133141546,FAIL
0.025,0.4,2.5,98.56986271335977,98.00363899054449,FAIL
0.025,0.5,2.5,106.97949560841391,98.00013367619636,FAIL
0.025,0.6,2.5,117.2332702242679,97.99753376493007,FAIL
0.025,0.7000000000000001,2.5,129.8177702719832,97.99746261709255,FAIL
0.025,0.8,2.5,145.2584102847861,97.99846339006415,FAIL
0.025,0.9,2.5,163.27686320832157,97.99541992590058,FAIL
0.026000000000000002,0.1,2.5,83.39431220514865,98.00662542411527,FAIL
0.026000000000000002,0.2,2.5,88.65561711278116,98.00684199402103,FAIL
0.026000000000000002,0.30000000000000004,2.5,95.09949183386493,98.00510001940434,FAIL
0.026000000000000002,0.4,2.5,102.52564754908425,98.00215140089787,FAIL
0.026000000000000002,0.5,2.5,111.35366294426805,97.99871214473082,FAIL
0.026000000000000002,0.6,2.5,122.01255029540094,97.99657392695437,FAIL
0.026000000000000002,0.7000000000000001,2.5,135.02179167381354,97.99707687936626,FAIL
0.026000000000000002,0.8,2.5,151.01998590052042,97.998526400951,FAIL
0.026000000000000002,0.9,2.5,169.76248301533445,97.9957113159621,FAIL
0.027000000000000003,0.1,2.5,86.5694617165817,98.00692963633392,FAIL
0.027000000000000003,0.2,2.5,92.00750948981855,98.0062171744258,FAIL
0.027000000000000003,0.30000000000000004,2.5,98.70466299891777,98.00372416187417,FAIL
0.027000000000000003,0.4,2.5,106.49546194868124,98.00051456396494,FAIL
0.027000000000000003,0.5,2.5,115.7388664263008,97.9973463725959,FAIL
0.027000000000000003,0.6,2.5,126.79811266901471,97.99579383970307,FAIL
0.027000000000000003,0.7000000000000001,2.5,140.2279886635464,97.9968938818599,FAIL
0.027000000000000003,0.8,2.5,156.78406950081052,97.99874336919247,FAIL
0.027000000000000003,0.9,2.5,176.2579727639711,97.99608383175922,FAIL
0.028,0.1,2.5,89.75396553764716,98.0067341002173,FAIL
0.028,0.2,2.5,95.37355320084666,98.00515310784571,FAIL
0.028,0.30000000000000004,2.5,102.32536438933265,98.00208484823155,FAIL
0.028,0.4,2.5,110.47851248517595,97.99883743162631,FAIL
0.028,0.5,2.5,120.13203247467169,97.99612346787737,FAIL
0.028,0.6,2.5,131.58545276501442,97.995242862386,FAIL
0.028,0.7000000000000001,2.5,145.43240138783403,97.99692749815226,FAIL
0.028,0.8,2.5,162.54901510854688,97.99910576090927,FAIL
0.028,0.9,2.5,182.7642445491498,97.99652065950096,FAIL
0.029,0.1,2.5,92.94853665338178,98.00606673952299,FAIL
0.029,0.2,2.5,98.75459740698777,98.00373422647553,FAIL
0.029,0.30000000000000004,2.5,105.96189783428017,98.00029769597224,FAIL
0.029,0.4,2.5,114.47350429057155,97.99723156574952,FAIL
0.029,0.5,2.5,124.52978609876588,97.99512298586083,FAIL
0.029,0.6,2.5,136.36998131825575,97.99495884477385,FAIL
0.029,0.7000000000000001,2.5,150.63114501454731,97.99718147887036,FAIL
0.029,0.8,2.5,168.31325119783776,97.99959884082541,FAIL
0.029,0.9,2.5,189.28205592384379,97.9970025545473,FAIL
0.030000000000000002,0.1,2.5,96.15332912091392,98.00498694327791,FAIL
0.030000000000000002,0.2,2.5,102.15089138414108,98.00206729320665,FAIL
0.030000000000000002,0.30000000000000004,2.5,109.61405382491951,97.99848694515029,FAIL
0.030000000000000002,0.4,2.5,118.47883774097666,97.99580405023536,FAIL
0.030000000000000002,0.5,2.5,128.92873669959008,97.99441199275499,FAIL
0.030000000000000002,0.6,2.5,141.14739131009867,97.99496567840808,FAIL
0.030000000000000002,0.7000000000000001,2.5,155.82079908738217,97.99764895983523,FAIL
0.030000000000000002,0.8,2.5,174.0756011518398,98.0002022483232,FAIL
0.030000000000000002,0.9,2.5,195.81218321066893,97.99750871728271,FAIL
0.031,0.1,2.5,99.36801816944447,98.0035797952372,FAIL
0.031,0.2,2.5,105.56219208740956,98.00027351773699,FAIL
0.031,0.30000000000000004,2.5,113.28125174608506,97.99677725261216,FAIL
0.031,0.4,2.5,122.49280428666088,97.9946507653046,FAIL
0.031,0.5,2.5,133.32575173695045,97.99404085986949,FAIL
0.031,0.6,2.5,145.91399993538244,97.99527160702888,FAIL
0.031,0.7000000000000001,2.5,160.99876081272438,97.99831253111901,FAIL
0.031,0.8,2.5,179.83556290079247,98.0008908697159,FAIL
0.031,0.9,2.5,202.35555882832205,97.99801775371712,FAIL
0.032,0.1,2.5,102.59188549502737,98.00194898880822,FAIL
0.032,0.2,2.5,108.98787246137495,97.99848007385957,FAIL
0.032,0.30000000000000004,2.5,116.96267331386099,97.99528565391167,FAIL
0.032,0.4,2.5,126.51376419952423,97.99385039467984,FAIL
0.032,0.5,2.5,137.71819721785837,97.99404000984377,FAIL
0.032,0.6,2.5,150.66704064486515,97.99586838332517,FAIL
0.032,0.7000000000000001,2.5,166.1635351611349,97.99914486501423,FAIL
0.032,0.8,2.5,185.59352186333172,98.00163596531792,FAIL
0.032,0.9,2.5,208.91335164388528,97.99850867523274,FAIL
0.033,0.1,2.5,105.82389975185309,98.00020893307065,FAIL
0.033,0.2,2.5,112.42701883390643,97.99681154247875,FAIL
0.033,0.30000000000000004,2.5,120.65737591241182,97.99411414606753,FAIL
0.033,0.4,2.5,130.54029058619906,97.99345948191124,FAIL
0.033,0.5,2.5,142.10412611748907,97.99441777730421,FAIL
0.033,0.6,2.5,155.40488314626901,97.99673130982268,FAIL
0.033,0.7000000000000001,2.5,171.31493813641123,98.00010986870674,FAIL
0.033,0.8,2.5,191.35087510415974,98.00240649420887,FAIL
0.033,0.9,2.5,215.48697298057374,97.99896188771727,FAIL
0.034,0.1,2.5,109.06278336281082,97.99847656536491,FAIL
0.034,0.2,2.5,115.8785072108934,97.99538177893588,FAIL
0.034,0.30000000000000004,2.5,124.36437441615205,97.99334328873643,FAIL
0.034,0.4,2.5,134.5712664540378,97.99350878226127,FAIL
0.034,0.5,2.5,146.48239901837417,97.9951594798984,FAIL
0.034,0.6,2.5,160.12716327483724,97.99782015143926,FAIL
0.034,0.7000000000000001,2.5,176.4541943259845,98.00116429757679,FAIL
0.034,0.8,2.5,197.1100496812431,98.00317056713057,FAIL
0.034,0.9,2.5,222.077995632573,97.99936011882852,FAIL
0.035,0.1,2.5,112.30705838576446,97.99686336689439,FAIL
0.035,0.2,2.5,119.34105032935916,97.99428665126827,FAIL
0.035,0.30000000000000004,2.5,128.08268260373,97.99302714650229,FAIL
0.035,0.4,2.5,138.60592477692612,97.99400107589706,FAIL
0.035,0.5,2.5,150.8527252743022,97.99622772607029,FAIL
0.035,0.6,2.5,164.8348096465708,97.99908085889548,FAIL
0.035,0.7000000000000001,2.5,181.5839156528879,98.00225973927107,FAIL
0.035,0.8,2.5,202.87440422269606,98.00389694949476,FAIL
0.035,0.9,2.5,228.68797880909068,97.99968923349427,FAIL
0.036000000000000004,0.1,2.5,115.55506616972538,97.99546803286297,FAIL
0.036000000000000004,0.2,2.5,122.81320979698658,97.9935980225087,FAIL
0.036000000000000004,0.30000000000000004,2.5,131.8113082670558,97.99318980602693,FAIL
0.036000000000000004,0.4,2.5,142.6438252097752,97.9949105216903,FAIL
0.036000000000000004,0.5,2.5,155.21561765740944,97.9975639172834,FAIL
0.036000000000000004,0.6,2.5,169.52995972513355,98.00044799852242,FAIL
0.036000000000000004,0.7000000000000001,2.5,186.7079548035911,98.00334485845231,FAIL
0.036000000000000004,0.8,2.5,208.64800953152843,98.00455653253711,FAIL
0.036000000000000004,0.9,2.5,235.31819804719467,97.9999388919593,FAIL
0.037000000000000005,0.1,2.5,118.80495779068937,97.9943701820617,FAIL
0.037000000000000005,0.2,2.5,126.2933703972192,97.99335926043786,FAIL
0.037000000000000005,0.30000000000000004,2.5,135.5491994177705,97.99382360449084,FAIL
0.037000000000000005,0.4,2.5,146.6847651402293,97.99618354382267,FAIL
0.037000000000000005,0.5,2.5,159.57225848438995,97.99909083854689,FAIL
0.037000000000000005,0.6,2.5,174.21576407269382,98.00184774743963,FAIL
0.037000000000000005,0.7000000000000001,2.5,191.83113377228545,98.00436777854031,FAIL
0.037000000000000005,0.8,2.5,214.4353111137135,98.00512369147233,FAIL
0.037000000000000005,0.9,2.5,241.96928546583047,98.00010301157917,FAIL
0.038,0.1,2.5,122.05465463384343,97.99362540769992,FAIL
0.038,0.2,2.5,129.77967650961742,97.99358245831529,FAIL
0.038,0.30000000000000004,2.5,139.29514240858788,97.994889105981,FAIL
0.038,0.4,2.5,150.72862692426418,97.99774116058471,FAIL
0.038,0.5,2.5,163.92428037702257,98.00071617549101,FAIL
0.038,0.6,2.5,178.89608380152555,98.00320128547567,FAIL
0.038,0.7000000000000001,2.5,196.9588549851821,98.00527847048383,FAIL
0.038,0.8,2.5,220.2406835920605,98.00557745503828,FAIL
0.038,0.9,2.5,248.6407919369648,98.0001800027881,FAIL
0.039,0.1,2.5,125.30178084803616,97.99326187739148,FAIL
0.039,0.2,2.5,133.26993342132454,97.99424744623416,FAIL
0.039,0.30000000000000004,2.5,143.04761612869027,97.99631676597214,FAIL
0.039,0.4,2.5,154.7751672064356,97.99948259069001,FAIL
0.039,0.5,2.5,168.27346982594713,98.00233675169129,FAIL
0.039,0.6,2.5,183.57509227937294,98.00442839787016,FAIL
0.039,0.7000000000000001,2.5,202.09660919020956,98.00603101987106,FAIL
0.039,0.8,2.5,226.06789363727495,98.00590242073093,FAIL
0.039,0.9,2.5,255.33068848597605,98.00017276075744,FAIL
0.04,0.1,2.5,128.54357160579465,97.99327859150378,FAIL
0.04,0.2,2.5,136.76147893024915,97.99530257089224,FAIL
0.04,0.30000000000000004,2.5,146.8046095191233,97.99801013599547,FAIL
0.04,0.4,2.5,158.8237579614614,98.00128991081833,FAIL
0.04,0.5,2.5,172.62140633741475,98.00384324850631,FAIL
0.04,0.6,2.5,188.25679766201287,98.00545109637669,FAIL
0.04,0.7000000000000001,2.5,207.24940037757182,98.00658565225615,FAIL
0.04,0.8,2.5,231.91949397136082,98.00608936373186,FAIL
0.04,0.9,2.5,262.0348291868678,98.0000884066136,FAIL
0.041,0.1,2.5,131.77676303601208,97.99364531136195,FAIL
0.041,0.2,2.5,140.25103292134426,97.9966671272728,FAIL
0.041,0.30000000000000004,2.5,150.56341232142566,97.99985038541928,FAIL
0.041,0.4,2.5,162.87309211706238,98.00303349177094,FAIL
0.041,0.5,2.5,176.96905391602434,98.00512515256743,FAIL
0.041,0.6,2.5,192.94450755418194,98.00619707086092,FAIL
0.041,0.7000000000000001,2.5,212.42111312717043,98.00691041179319,FAIL
0.041,0.8,2.5,237.7961758684431,98.0061355041975,FAIL
0.041,0.9,2.5,268.74640171458674,97.99993778502576,FAIL
0.042,0.1,2.5,134.99747125328406,97.9943040773842,FAIL
0.042,0.2,2.5,143.7345344138489,97.99823524370437,FAIL
0.042,0.30000000000000004,2.5,154.3203910812353,98.00170185837803,FAIL
0.042,0.4,2.5,166.92086916351326,98.00457791134397,FAIL
0.042,0.5,2.5,181.31632477286814,98.00607567355559,FAIL
0.042,0.6,2.5,197.64026079938773,98.00660279820454,FAIL
0.042,0.7000000000000001,2.5,217.61385170218648,98.00698240907694,FAIL
0.042,0.8,2.5,243.69611113972653,98.00604441623113,FAIL
0.042,0.9,2.5,275.45539433653414,97.99973473778803,FAIL
0.043000000000000003,0.1,2.5,138.2010690079169,97.99517215668774,FAIL
0.043000000000000003,0.2,2.5,147.20697683686697,97.9998809557236,FAIL
0.043000000000000003,0.30000000000000004,2.5,158.07076387122416,98.00341834357248,FAIL
0.043000000000000003,0.4,2.5,170.9634778950311,98.005788030516,FAIL
0.043000000000000003,0.5,2.5,185.66163729257005,98.00659638647292,FAIL
0.043000000000000003,0.6,2.5,202.34425388830755,98.00661615905348,FAIL
0.043000000000000003,0.7000000000000001,2.5,222.8272827273305,98.00678857915663,FAIL
0.043000000000000003,0.8,2.5,249.61431665542761,98.00582558140319,FAIL
0.043000000000000003,0.9,2.5,282.1481093146,97.99949518499727,FAIL
0.044000000000000004,0.1,2.5,141.38206907109188,97.99614619364242,FAIL
0.044000000000000004,0.2,2.5,150.6622529327778,98.0014641566463,FAIL
0.044000000000000004,0.30000000000000004,2.5,161.808387904479,98.00484971397579,FAIL
0.044000000000000004,0.4,2.5,174.99569427781103,98.0065349254434,FAIL
0.044000000000000004,0.5,2.5,190.00149134137627,98.00660137693158,FAIL
